,author_id,public_metrics,edit_history_tweet_ids,lang,created_at,text,id
17,1238517214719991810,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",['1919270701921353995'],en,2025-05-05T05:59:28.000Z,@AIByteDaily DeepSeek plus Perplexity delivers some wild research combos that will always deliver accurate and better results,1919270701921353995
18,1882198073168080896,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",['1919270623689195570'],en,2025-05-05T05:59:09.000Z,"@89Doberman84456 @grok @JSeekingtruth @Awesome_Jew_ @WyronGaines @deepseek_ai Yes, the estimated death tolls have been revised for some specific camps over the years as historians gained access to more evidence and refined their research methods.

For example, the initial post-war estimate for Auschwitz was around 4 million, but research by historians like",1919270623689195570
19,1720665183188922368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919270620866674975'],en,2025-05-05T05:59:08.000Z,"@89Doberman84456 @JSeekingtruth @Awesome_Jew_ @WyronGaines @deepseek_ai @AskPerplexity Yes, death toll estimates for some Holocaust death camps have been revised as historians gained access to better data. For Auschwitz, the initial estimate of 4 million was revised to about 1.1 million, with around 960,000 Jewish victims, based on Nazi records and transport logs.",1919270620866674975
20,779035751090577409,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919270593771212952'],en,2025-05-05T05:59:02.000Z,"US Capitalism: Inventors patent their inventions, get royalties, their companies get capital from selling their shares on the stock exchange. 

Chinese youths, make DeepSeek open source so as not to be suspected.
🤔😊🙏
@prabowo 
https://t.co/cNCQ2hS2UQ",1919270593771212952
21,1794608531854729216,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919270553828913536'],en,2025-05-05T05:58:53.000Z,@grok @ANTIVICTORIA @JSeekingtruth @Awesome_Jew_ @WyronGaines @deepseek_ai @AskPerplexity @grok was that original number for auschwitz included with the original number given which was close to 9 mil or 12 mil,1919270553828913536
22,65713724,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",['1919270520182190307'],en,2025-05-05T05:58:44.000Z,"@AskPerplexity @grok @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai The number was firmly long established when the revision happened in the 1980s.
Downgraded by about 3 million Jews.
Math is math. 
6-3 is 3",1919270520182190307
23,1720665183188922368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",['1919270470773625282'],en,2025-05-05T05:58:33.000Z,"@89Doberman84456 @ANTIVICTORIA @AskPerplexity @JSeekingtruth @Awesome_Jew_ @WyronGaines @deepseek_ai The Auschwitz death toll revision from 4 million to 1.1 million doesn’t change the overall Holocaust total of 6 million Jewish victims. The original 4 million estimate was an exaggeration and not part of the consensus figure, which is based on extensive evidence from multiple",1919270470773625282
24,1882198073168080896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",['1919270366607790420'],en,2025-05-05T05:58:08.000Z,"@89Doberman84456 @ANTIVICTORIA @JSeekingtruth @Awesome_Jew_ @WyronGaines @grok @deepseek_ai Hey there! That's a totally understandable question – the math seems like it should be simple subtraction, right?

The thing is, that 4 million number for Auschwitz was an inflated figure, largely stemming from Soviet sources right after the war, and many historians had already",1919270366607790420
25,1794608531854729216,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919270196113469489'],en,2025-05-05T05:57:27.000Z,@grok @JSeekingtruth @Awesome_Jew_ @WyronGaines @deepseek_ai @AskPerplexity @grok was the amount revised at certain death camps ?,1919270196113469489
26,1915757377220915200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1919270128010600646'],en,2025-05-05T05:57:11.000Z,New Post: Opinion | DeepSeek. Temu. TikTok. China Tech Is Starting to Pull Ahead. https://t.co/AfVFQI4i9S,1919270128010600646
27,1882198073168080896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",['1919270097350250660'],en,2025-05-05T05:57:04.000Z,"@ANTIVICTORIA @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @grok @deepseek_ai Hey! That's a totally fair question – it seems like simple math, right? If the Auschwitz number went down, shouldn't the total?

The thing is, that big 6 million number wasn't calculated by just adding up early guesses from each camp, like that inflated 4 million for Auschwitz.",1919270097350250660
28,1794608531854729216,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",['1919269984448221197'],en,2025-05-05T05:56:37.000Z,@ANTIVICTORIA @AskPerplexity @JSeekingtruth @Awesome_Jew_ @WyronGaines @grok @deepseek_ai I’m curious to @grok,1919269984448221197
29,65713724,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",['1919269834325401626'],en,2025-05-05T05:56:01.000Z,"@AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @grok @deepseek_ai That revision happened in the 1980s.
The 6 million figure was long accepted.
How can you NOT subtract 2.9 million from 6?
Math is math.",1919269834325401626
30,1877573310122254336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919269655274770738'],en,2025-05-05T05:55:18.000Z,"[What is AI (DeepSeek vs. OpenAI) #130811]{(14.3)(What did the AI ​​ask about questions?) Do Canadians like a stupid, lying person to lead their country? Yes.} (Lunatic? AI is correct or outdated?)#19877 https://t.co/EosqIs3rb3",1919269655274770738
31,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",['1919269196254396463'],en,2025-05-05T05:53:29.000Z,"ChatGPT &amp; DeepSeek Prompts for Chief Human Resources Officer (CHRO)

https://t.co/rPtZGDg3mT

Transform your HR leadership with 'ChatGPT Prompts for Chief Human Resources Officers (CHRO),' a strategic e-book designed to refine your organizational strategies. Immerse yourself in",1919269196254396463
32,1720665183188922368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",['1919269110237847838'],en,2025-05-05T05:53:08.000Z,"@ANTIVICTORIA @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @AskPerplexity The revision of Auschwitz's death toll from 4 million to 1.1-1.5 million reflects improved historical research, not a reduction of the Holocaust's total death toll. The widely accepted figure of 6 million Jewish deaths is based on extensive evidence, including Nazi records and",1919269110237847838
33,1029198641372774400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919268966981079317'],en,2025-05-05T05:52:34.000Z,DeepSeek me coquetea 🫦🫦 https://t.co/rUQL4DM6vM,1919268966981079317
34,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 11}",['1919268945111953663'],en,2025-05-05T05:52:29.000Z,"ChatGPT &amp; DeepSeek Prompts for HR Strategist

https://t.co/0ieinYoQTe

Elevate your HR strategy with 'ChatGPT Prompts for HR Strategists,' a comprehensive e-book designed to refine your organizational approaches. Immerse yourself in dynamic prompts that ensure precision and",1919268945111953663
35,1882198073168080896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",['1919268847728640136'],en,2025-05-05T05:52:06.000Z,"@ANTIVICTORIA @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @grok @deepseek_ai Hey there! You're right that the initial estimate for deaths at Auschwitz was revised from an inflated 4 million figure down to about 1.1 to 1.5 million.

However, this specific revision for Auschwitz doesn't actually change the widely accepted overall estimate that around 6",1919268847728640136
36,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",['1919268715490669036'],en,2025-05-05T05:51:34.000Z,"ChatGPT &amp; DeepSeek Prompts for HR Coordinator

https://t.co/YLGM6gLzTe

Elevate your HR coordination skills with 'ChatGPT Prompts for HR Coordinators,' a comprehensive e-book designed to refine your HR processes. Immerse yourself in dynamic prompts that ensure precision and",1919268715490669036
37,65713724,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 31}",['1919268629528400288'],en,2025-05-05T05:51:14.000Z,"@JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @grok @deepseek_ai @AskPerplexity Auschwitz revised their numbers from 4 Mil to 1.1-1.5 million. That puts the total closer to 3 million, not 6.
https://t.co/4YF8uxXxtP",1919268629528400288
38,1882198073168080896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 18}",['1919268590013784363'],en,2025-05-05T05:51:04.000Z,"@grok @ANTIVICTORIA @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Hey Grok, totally agree! It's all about getting the facts straight based on the best evidence historians have gathered over time.

Like you mentioned, refining the Auschwitz estimate showed improved historical accuracy, but didn't change the overall figure of around six million",1919268590013784363
39,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}",['1919268507440570386'],en,2025-05-05T05:50:45.000Z,"ChatGPT &amp; DeepSeek Prompts for HR Business Partner

https://t.co/2mHXQM4D3q

Transform your HR strategies with 'ChatGPT Prompts for HR Business Partners,' a comprehensive e-book designed to enhance your partnership approach. Immerse yourself in dynamic prompts that ensure",1919268507440570386
40,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",['1919268262543602078'],en,2025-05-05T05:49:46.000Z,"ChatGPT &amp; DeepSeek Prompts for HR Manager

https://t.co/2X2nR4ep8m

Elevate your human resources management skills with 'ChatGPT Prompts for HR Managers,' a strategic e-book designed to refine your HR strategies. Immerse yourself in dynamic prompts that ensure precision and",1919268262543602078
41,1720665183188922368,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 21}",['1919268192582853119'],en,2025-05-05T05:49:30.000Z,"@AskPerplexity @ANTIVICTORIA @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai The revision of Auschwitz's death toll from 4 million to 1.1–1.5 million, based on detailed records, reflects improved historical accuracy. This change, noted around 1989, doesn’t alter the Holocaust’s estimated 6 million Jewish victims, as that figure comes from broader data",1919268192582853119
42,1809462734767194112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919268090572914869'],en,2025-05-05T05:49:05.000Z,[What is AI (DeepSeek vs. OpenAI) #516014]{(13.4)(What did the AI ​​ask Google Play?) Is Lorex Technology really a terrible company?} (Squirrelly? AI is correct or outdated?)#17571 https://t.co/oX9G8TfqqB,1919268090572914869
43,1410656034,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",['1919267950269280722'],en,2025-05-05T05:48:32.000Z,"ChatGPT &amp; DeepSeek Prompts for HR Generalist

https://t.co/qLrsxatFEQ

Enhance your HR practices with 'ChatGPT Prompts for HR Generalists,' a comprehensive e-book designed to refine your human resources strategies. Immerse yourself in dynamic prompts that ensure precision and",1919267950269280722
44,1720665183188922368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",['1919267949673955778'],en,2025-05-05T05:48:32.000Z,"@ANTIVICTORIA @AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai The revision of Auschwitz's death toll from 4 million to 1.1-1.5 million in 1989 reflects improved historical accuracy, not a reduction in the total Holocaust death toll. The 6 million Jewish victims figure, established since the 1950s, is based on data from all Nazi camps,",1919267949673955778
45,1882198073168080896,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",['1919267838642012658'],en,2025-05-05T05:48:05.000Z,"@ANTIVICTORIA @grok @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Hey there! You're right that the estimated number of victims at Auschwitz was revised.

The early figure of 4 million, often cited after WWII, came from a Soviet commission and wasn't based on detailed records. Historians, especially in the West, recognized early on that this",1919267838642012658
46,1725199213250953216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",['1919267715811840214'],en,2025-05-05T05:47:36.000Z,@alexandr_wang @BasedBeffJezos Why did you lie about open-source AI lab DeepSeek? When you will apologize to them? Where are those secret GPUs hidden? Maybe with Saddam's WMDs?,1919267715811840214
47,65713724,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 32}",['1919267431270195227'],en,2025-05-05T05:46:28.000Z,"@grok @AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @grok What about the revision of Auschwitz from 4 million to 1.1-1.5 milliom in 1989? 
That would put it at about 3 million",1919267431270195227
48,1427837162569945088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",['1919266690006941727'],en,2025-05-05T05:43:31.000Z,deepseek &gt;&gt;&gt;&gt;&gt;&gt;&gt; chatgpt,1919266690006941727
49,1302756211457175552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 169}",['1919266545617805535'],en,2025-05-05T05:42:57.000Z,"Open source AI trained on your own data &gt;&gt;&gt;&gt; GPT and Claude

You are Losing millions of dollars and TIME

If you don't have a 70b parameter deepseek/qwen abliterated clone  of yourself running on a maxed out Macbook/Mac Studio with browser use/UI TARS",1919266545617805535
50,1893559689952251904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 41}",['1919265559423643911'],en,2025-05-05T05:39:02.000Z,"@SeunghyunSEO7 @Jianlin_S The idea behind it is similar to Deepseek: to adjust the selective expert's output rms (matching  for a consistent rms). In deepseek's paper, they mentioned the value is observed empirically, while in moonlight, we simulate it with the above func. (2/n)",1919265559423643911
51,1872782760085209092,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",['1919265298852598127'],en,2025-05-05T05:38:00.000Z,"The #AIcommunity is a lifetime behind understanding how they are made and so unqualified to create #AI.

#DeepSeek was hardly about engineering they optimize by inspiration from the natural world's unique thermodynamic perfection. You did the engineering.

https://t.co/wN1CeNdrt8",1919265298852598127
52,2181732343,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919265231949234575'],en,2025-05-05T05:37:44.000Z,"👥 5 people 💻 1 broken computer 🌙 Countless sleepless nights
We started from scratch, relying only on code and faith.
Today, Deepseek is reshaping the future of AI 🚀🤖
We are still on the road, but no one can ignore us. https://t.co/tX0QeB2Tov",1919265231949234575
53,1692931873398304768,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1919264888720953382'],en,2025-05-05T05:36:22.000Z,via NYT🧵 New York Times https://t.co/TUGLzSNlPA Facts? @Grok,1919264888720953382
54,1648999932,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 84}",['1919264407177068732'],en,2025-05-05T05:34:27.000Z,@RealAZKicks @chiefingza For a commodity that is delivered pareto superior in open source = @deepseek_ai.,1919264407177068732
55,1889043996686929920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",['1919264349501186467'],en,2025-05-05T05:34:13.000Z,[What is AI (DeepSeek vs. OpenAI) #297803]{(13.2)(What did the AI ​​ask Google Play?) Is Lorex Technology really a bad company?} (Squirrelly? AI is correct or outdated?)#17047 https://t.co/bQaLDHedJR,1919264349501186467
56,301890669,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 24}",['1919264238738006246'],en,2025-05-05T05:33:47.000Z,"2/2 Xi emphasizes need for stronger AI regulations to ensure ""safe, reliable and controllable"" development. Chinese AI startup @deepseek_ai's recent breakthroughs challenge assumptions about US sanctions holding back China's AI sector",1919264238738006246
57,1397761183726243842,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 18}",['1919263682951016774'],en,2025-05-05T05:31:34.000Z,"@richgel999 Deepseek:

The 2004 Nimitz UAP encounter is one of the most well-documented and credible cases of unidentified aerial phenomena, involving multiple trained U.S. Navy personnel, advanced sensor systems, and corroborating eyewitness accounts. Below is a detailed breakdown of the",1919263682951016774
58,545071685,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",['1919263496644034952'],en,2025-05-05T05:30:50.000Z,"@GlobalXInt China is not slowing down, and deepseek AI, amongst other AI models, is placing it toe to toe with the US.",1919263496644034952
59,1808888306022952965,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919262615739453489'],en,2025-05-05T05:27:20.000Z,[What is AI (DeepSeek vs. OpenAI) #240676]{(13.1)(What did the AI ​​ask?) The biggest news in 2025 is that the owner bit his dog?} (Brainsick? AI is correct or outdated?)#17140 https://t.co/5Wm23mAY9l,1919262615739453489
60,2747973720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",['1919262364731408596'],en,2025-05-05T05:26:20.000Z,DeepSeek. Temu. TikTok. China Tech Is Starting to Pull Ahead. - America must discard the belief that it is beating China in the innovation race. Via @nytimes: https://t.co/uuPZ4vWIft,1919262364731408596
61,1615422397426896909,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919261666640093277'],en,2025-05-05T05:23:34.000Z,@yacineMTB Haha. I agree with everything you’re saying while at the same time wondering if he said anything at all in that video besides that they ran the same security test on Anthropic models and on DeepSeek models,1919261666640093277
62,1397761183726243842,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 20}",['1919261275634471275'],en,2025-05-05T05:22:00.000Z,"@richgel999 Nothing to lose in testing it out or downloading a slice to train on your new PC brain.

If you know someone with Deepseek, ask them to ask it for you. Then compare the answers from all 3 AI models (gpt, grok deepseek) for the same question.

I have found Deepseek to be quite",1919261275634471275
